-3.025714874267578125e+00,-3.979926300048828125e+01,-7.987753295898437500e+01,-1.039085998535156250e+02,-5.960332641601562500e+02
-5.018811798095703125e+01,-4.294719543457031250e+02,-3.418032226562500000e+02,-1.853483734130859375e+02,-1.316804199218750000e+03
-8.657570838928222656e+00,-9.821397399902343750e+01,-1.339965820312500000e+02,-1.602878265380859375e+02,-9.977711791992187500e+02
-2.452352333068847656e+01,-1.637883911132812500e+02,-1.731375732421875000e+02,-1.311084442138671875e+02,-8.813448486328125000e+02
-5.436340332031250000e+00,-7.841018676757812500e+01,-9.549188232421875000e+01,-1.609255523681640625e+02,-7.006058349609375000e+02
-2.610646820068359375e+01,-2.291261749267578125e+02,-2.149902496337890625e+02,-1.314463653564453125e+02,-1.002448242187500000e+03
-2.355950164794921875e+01,-6.542969512939453125e+01,-9.519353485107421875e+01,-1.516413269042968750e+02,-1.334832397460937500e+03
-1.387308883666992188e+01,-1.984442749023437500e+02,-1.894731597900390625e+02,-1.886623687744140625e+02,-9.771608886718750000e+02
-3.931069564819335938e+01,-3.122518920898437500e+02,-2.820234069824218750e+02,-1.988808441162109375e+02,-1.061535400390625000e+03
-1.424290161132812500e+02,-5.421634521484375000e+02,-4.823055419921875000e+02,-3.123474731445312500e+02,-1.075871459960937500e+03
-8.766629791259765625e+01,-4.594692993164062500e+02,-2.727988281250000000e+02,-1.883961029052734375e+02,-1.181272460937500000e+03
-7.257791900634765625e+01,-3.861261596679687500e+02,-1.985052795410156250e+02,-1.605771179199218750e+02,-9.925031738281250000e+02
-4.366948318481445312e+01,-8.427849578857421875e+01,-7.882461547851562500e+01,-1.268849334716796875e+02,-8.710154418945312500e+02
-1.768679618835449219e+01,-1.130993347167968750e+02,-1.025322418212890625e+02,-1.413176727294921875e+02,-1.679611450195312500e+03
-7.897721862792968750e+01,-3.318491210937500000e+02,-1.983887939453125000e+02,-1.954539947509765625e+02,-1.439792724609375000e+03
-1.242182769775390625e+02,-3.461189575195312500e+02,-3.032180786132812500e+02,-2.586501770019531250e+02,-1.438963500976562500e+03
-1.329203338623046875e+02,-5.634233398437500000e+02,-2.072585754394531250e+02,-1.663461761474609375e+02,-8.479484863281250000e+02
-3.983621826171875000e+02,-9.236202392578125000e+02,-5.681692504882812500e+02,-3.308170471191406250e+02,-1.075575561523437500e+03
-1.395743560791015625e+01,-1.535980377197265625e+02,-2.086410064697265625e+02,-1.742473602294921875e+02,-5.133856811523437500e+02
-6.613542938232421875e+01,-2.196572723388671875e+02,-2.114361724853515625e+02,-1.697983856201171875e+02,-4.775716247558593750e+02
-4.591523361206054688e+01,-1.566995239257812500e+02,-1.391571044921875000e+02,-1.571644287109375000e+02,-7.828599853515625000e+02
-7.991124153137207031e+00,-2.295854492187500000e+02,-3.060156555175781250e+02,-2.507745971679687500e+02,-6.697887573242187500e+02
-2.348723220825195312e+01,-4.020207214355468750e+02,-4.996511840820312500e+02,-3.434717407226562500e+02,-1.003619995117187500e+03
-1.729332733154296875e+01,-1.350780944824218750e+02,-2.072771911621093750e+02,-1.361111450195312500e+02,-9.275942993164062500e+02
-6.126841735839843750e+01,-3.571303710937500000e+02,-3.235072631835937500e+02,-1.725171508789062500e+02,-2.983766784667968750e+02
-4.074064636230468750e+01,-3.845757141113281250e+02,-3.652670288085937500e+02,-1.740472412109375000e+02,-2.469673919677734375e+02
-4.872674560546875000e+01,-2.186148681640625000e+02,-1.882580413818359375e+02,-1.248549194335937500e+02,-9.732066650390625000e+02
-1.336971855163574219e+01,-9.076779937744140625e+01,-1.051709442138671875e+02,-1.667241058349609375e+02,-5.884973144531250000e+02
-3.899911499023437500e+01,-4.868150329589843750e+02,-3.514359436035156250e+02,-1.895228729248046875e+02,-9.839645385742187500e+02
-6.451882934570312500e+01,-2.559552612304687500e+02,-2.050588836669921875e+02,-1.755712890625000000e+02,-9.887061767578125000e+02
-1.245269622802734375e+02,-8.524654541015625000e+02,-2.968403015136718750e+02,-1.657755889892578125e+02,-1.335982666015625000e+03
-3.379817199707031250e+01,-8.894084930419921875e+01,-7.964163208007812500e+01,-1.467669372558593750e+02,-9.157568359375000000e+02
-7.191728210449218750e+01,-3.092124023437500000e+02,-3.366917114257812500e+02,-1.906486511230468750e+02,-9.969666748046875000e+02
-7.021812438964843750e+01,-5.603698120117187500e+02,-4.033714599609375000e+02,-1.822571411132812500e+02,-5.307666015625000000e+02
-2.386991119384765625e+01,-1.379864501953125000e+02,-2.093324584960937500e+02,-1.515386199951171875e+02,-1.216813598632812500e+03
-3.107346916198730469e+01,-2.633229370117187500e+02,-2.021852111816406250e+02,-1.792308044433593750e+02,-1.074273559570312500e+03
-3.349185180664062500e+01,-4.656741638183593750e+02,-3.758859863281250000e+02,-2.933326721191406250e+02,-9.047591552734375000e+02
-8.486793518066406250e+00,-7.622515869140625000e+01,-1.675899810791015625e+02,-1.513232269287109375e+02,-5.472928466796875000e+02
-4.608797836303710938e+01,-4.814606933593750000e+02,-2.861893310546875000e+02,-2.513771972656250000e+02,-2.604028930664062500e+02
-1.563853359222412109e+01,-3.182720642089843750e+02,-3.998439941406250000e+02,-1.757001190185546875e+02,-6.575323486328125000e+02
-7.564860534667968750e+01,-4.501502990722656250e+02,-4.084913940429687500e+02,-2.978622436523437500e+02,-1.496013061523437500e+03
-2.290690422058105469e+01,-1.948302917480468750e+02,-1.894735107421875000e+02,-2.008088073730468750e+02,-1.644087158203125000e+03
-1.859386444091796875e+01,-4.959478759765625000e+02,-5.388731689453125000e+02,-2.318720397949218750e+02,-9.213038330078125000e+02
-3.763129425048828125e+01,-3.501915283203125000e+02,-3.148371582031250000e+02,-1.634033050537109375e+02,-9.477794189453125000e+02
-8.550930023193359375e+01,-5.239232177734375000e+02,-4.435256652832031250e+02,-2.766745605468750000e+02,-1.529018554687500000e+03
-1.609917831420898438e+01,-4.120272827148437500e+01,-1.281289367675781250e+02,-1.512959594726562500e+02,-8.227225341796875000e+02
-1.378814029693603516e+01,-2.722779541015625000e+02,-3.446522216796875000e+02,-1.523322143554687500e+02,-4.487849731445312500e+02
-3.684453582763671875e+01,-1.627871398925781250e+02,-2.031445007324218750e+02,-1.360248260498046875e+02,-1.224225097656250000e+03
-9.049841880798339844e+00,-6.643556976318359375e+01,-1.201786651611328125e+02,-1.440066070556640625e+02,-1.012720275878906250e+03
-2.319846343994140625e+02,-7.419379272460937500e+02,-6.524525146484375000e+02,-2.681317443847656250e+02,-3.899716796875000000e+02
-4.624889526367187500e+02,-1.009653564453125000e+03,-3.819660339355468750e+02,-2.002609710693359375e+02,-7.843070678710937500e+02
