0, 1, 1
1, 7, 7
2, 0, 0
3, 2, 2
4, 1, 1
5, 9, 9
6, 3, 3
7, 9, 9
8, 0, 0
9, 9, 9
10, 9, 9
11, 0, 0
12, 6, 6
13, 8, 8
15, 0, 0
16, 5, 5
17, 1, 1
18, 8, 8
19, 7, 7
20, 2, 2
21, 7, 7
22, 7, 7
23, 3, 3
24, 8, 8
25, 8, 8
26, 8, 8
27, 2, 2
28, 8, 8
29, 0, 0
30, 4, 4
31, 5, 5
32, 3, 3
33, 4, 4
34, 4, 4
35, 9, 9
36, 4, 4
37, 7, 7
38, 6, 6
39, 5, 5
40, 7, 7
41, 1, 1
42, 1, 1
43, 1, 1
44, 8, 8
45, 5, 5
46, 5, 5
47, 9, 9
48, 1, 1
49, 4, 4
50, 3, 3
51, 3, 3
52, 9, 9
53, 4, 4
54, 3, 3
55, 4, 4
56, 9, 9
57, 1, 1
58, 8, 8
59, 1, 1
60, 2, 2
61, 5, 5
62, 0, 0
63, 4, 4
64, 7, 7
65, 0, 0
66, 8, 8
67, 5, 5
68, 4, 4
69, 7, 7
70, 8, 8
71, 5, 5
72, 8, 8
73, 5, 5
74, 2, 2
75, 7, 7
76, 3, 3
77, 1, 1
78, 7, 7
79, 6, 6
80, 4, 4
81, 9, 9
82, 8, 8
83, 1, 1
84, 2, 2
85, 5, 5
86, 8, 8
87, 2, 2
88, 9, 9
89, 2, 2
90, 2, 2
91, 9, 9
92, 4, 4
93, 2, 2
94, 3, 3
95, 0, 0
96, 1, 1
97, 1, 1
98, 2, 2
99, 9, 9
100, 9, 9
101, 2, 2
102, 1, 1
103, 0, 0
104, 7, 7
105, 3, 3
106, 0, 0
107, 5, 5
108, 7, 7
109, 6, 6
110, 3, 3
111, 4, 4
112, 9, 9
113, 8, 8
114, 9, 9
115, 0, 0
116, 8, 8
117, 9, 9
118, 0, 0
119, 3, 3
120, 1, 1
121, 7, 7
122, 1, 1
123, 9, 9
124, 1, 1
125, 7, 7
126, 8, 8
127, 3, 3
128, 3, 3
129, 0, 0
130, 0, 0
131, 9, 9
132, 4, 4
133, 9, 9
134, 5, 5
135, 5, 5
136, 0, 0
137, 5, 5
138, 9, 9
139, 8, 8
140, 5, 5
141, 9, 9
142, 7, 7
143, 6, 6
144, 3, 3
145, 3, 3
146, 7, 7
147, 4, 4
148, 0, 0
149, 7, 7
150, 6, 6
151, 7, 7
152, 3, 3
153, 4, 4
154, 5, 5
155, 8, 8
156, 6, 6
157, 7, 7
158, 0, 0
159, 9, 9
160, 0, 0
161, 4, 4
162, 7, 7
163, 0, 0
164, 0, 0
165, 6, 6
166, 1, 1
167, 1, 1
168, 8, 8
169, 7, 7
170, 5, 5
171, 4, 4
172, 0, 0
173, 2, 2
174, 3, 3
175, 3, 3
176, 2, 2
177, 8, 8
178, 2, 2
179, 5, 5
180, 5, 5
181, 1, 1
182, 8, 8
183, 9, 9
184, 4, 4
185, 6, 6
186, 5, 5
187, 0, 0
188, 2, 2
189, 3, 3
190, 3, 3
191, 3, 3
192, 2, 2
193, 1, 1
194, 8, 8
195, 8, 8
196, 5, 5
197, 4, 4
198, 6, 6
199, 4, 4
200, 9, 9
201, 9, 9
202, 4, 4
203, 9, 9
204, 9, 9
205, 1, 1
206, 3, 3
207, 6, 6
208, 9, 9
209, 8, 8
210, 1, 1
211, 1, 1
212, 0, 0
213, 5, 5
214, 1, 1
215, 1, 1
216, 6, 6
217, 8, 8
218, 7, 7
219, 4, 4
220, 9, 9
221, 7, 7
222, 6, 6
223, 4, 4
224, 0, 0
225, 2, 2
226, 9, 9
227, 2, 2
228, 6, 6
229, 5, 5
230, 9, 9
231, 6, 6
232, 1, 1
233, 5, 5
234, 9, 9
235, 7, 7
236, 7, 7
237, 0, 0
238, 0, 0
239, 4, 4
240, 6, 6
241, 2, 2
242, 4, 4
243, 8, 8
244, 6, 6
245, 6, 6
246, 0, 0
247, 9, 9
248, 7, 7
249, 8, 8
250, 3, 3
251, 6, 6
252, 7, 7
253, 6, 6
254, 3, 3
255, 0, 0
256, 5, 5
257, 0, 0
258, 3, 3
259, 3, 3
260, 4, 4
261, 7, 7
262, 5, 5
263, 6, 6
264, 5, 5
265, 8, 8
